,PUBCHEM_SID
50209,14722199
50210,14722200
50211,14722200
50212,14722200
50213,14722200
50214,14722200
50215,14722201
50216,14722201
50217,14722201
50218,14722201
50219,14722201
50220,14722202
50221,14722202
50222,14722202
50223,14722202
50224,14722202
50225,14722206
50226,14722206
50227,14722206
50228,14722206
50229,14722206
50230,14722207
50231,14722207
50232,14722207
50233,14722207
50234,14722207
50235,14722468
50236,14722468
50237,14722468
50238,14722468
50239,14722468
50240,14722569
50241,14722569
50242,14722569
50243,14722569
50244,14722569
50245,14722575
50246,14722575
50247,14722575
50248,14722575
50249,14722575
50250,14722619
50251,14722619
50252,14722619
50253,14722619
50254,14722619
50255,14722620
50256,14722620
50257,14722620
50258,14722620
50259,14722620
50260,14722621
50261,14722621
50262,14722621
50263,14722621
50264,14722621
50265,14722623
50266,14722623
50267,14722623
50268,14722623
50269,14722623
50270,14722625
50271,14722625
50272,14722625
50273,14722625
50274,14722625
50275,14722626
50276,14722626
50277,14722626
50278,14722626
50279,14722626
50280,14722628
50281,14722628
50282,14722628
50283,14722628
50284,14722628
50285,14722629
50286,14722629
50287,14722629
50288,14722629
50289,14722629
50290,14722631
50291,14722631
50292,14722631
50293,14722631
50294,14722631
50295,14722635
50296,14722635
50297,14722635
50298,14722635
50299,14722635
50300,14722637
50301,14722637
50302,14722637
50303,14722637
50304,14722637
50305,14722640
50306,14722640
50307,14722640
50308,14722640
50309,14722640
50310,14722641
50311,14722641
50312,14722641
50313,14722641
50314,14722641
50315,14722642
50316,14722642
50317,14722642
50318,14722642
50319,14722642
50320,14722644
50321,14722644
50322,14722644
50323,14722644
50324,14722644
50325,14722649
50326,14722649
50327,14722649
50328,14722649
50329,14722649
50330,14722650
50331,14722650
50332,14722650
50333,14722650
50334,14722650
50335,14722652
50336,14722652
50337,14722652
50338,14722652
50339,14722652
50340,14722654
50341,14722654
50342,14722654
50343,14722654
50344,14722654
50345,14722655
50346,14722655
50347,14722655
50348,14722655
50349,14722655
50350,14722656
50351,14722656
50352,14722656
50353,14722656
50354,14722656
50355,14722657
50356,14722657
50357,14722657
50358,14722657
50359,14722657
50360,14722666
50361,14722666
50362,14722666
50363,14722666
50364,14722666
50365,14722678
50366,14722678
50367,14722678
50368,14722678
50369,14722678
50370,14722695
50371,14722695
50372,14722695
50373,14722695
50374,14722695
50375,14722704
50376,14722704
50377,14722704
50378,14722704
50379,14722704
50380,14722719
50381,14722719
50382,14722719
50383,14722719
50384,14722719
50385,14722887
50386,14722887
50387,14722887
50388,14722887
50389,14722887
50390,14722890
50391,14722890
50392,14722890
50393,14722890
50394,14722890
50395,14722895
50396,14722895
50397,14722895
50398,14722895
50399,14722895
50400,14722901
50401,14722901
50402,14722901
50403,14722901
50404,14722901
50405,14722903
50406,14722903
50407,14722903
50408,14722903
50409,14722903
50410,14722908
50411,14722908
50412,14722908
50413,14722908
50414,14722908
50415,14722909
50416,14722909
50417,14722909
50418,14722909
50419,14722909
50420,14722911
50421,14722911
50422,14722911
50423,14722911
50424,14722911
50425,14722916
50426,14722916
50427,14722916
50428,14722916
50429,14722916
50430,14722917
50431,14722917
50432,14722917
50433,14722917
50434,14722917
50435,14722918
50436,14722918
50437,14722918
50438,14722918
50439,14722918
50440,14722923
50441,14722923
50442,14722923
50443,14722923
50444,14722923
50445,14722924
50446,14722924
50447,14722924
50448,14722924
50449,14722924
50450,14722925
50451,14722925
50452,14722925
50453,14722925
50454,14722925
50455,14722932
50456,14722932
50457,14722932
50458,14722932
50459,14722932
50460,14722936
50461,14722936
50462,14722936
50463,14722936
50464,14722936
50465,14722941
50466,14722941
50467,14722941
50468,14722941
50469,14722941
50470,14722945
50471,14722945
50472,14722945
50473,14722945
50474,14722945
50475,14722950
50476,14722950
50477,14722950
50478,14722950
50479,14722950
50480,14722957
50481,14722957
50482,14722957
50483,14722957
50484,14722957
50485,14722958
50486,14722958
50487,14722958
50488,14722958
50489,14722958
50490,14722960
50491,14722960
50492,14722960
50493,14722960
50494,14722960
50495,14723060
50496,14723060
50497,14723060
50498,14723060
50499,14723060
50500,14723140
50501,14723140
50502,14723140
50503,14723140
50504,14723140
50505,14723141
50506,14723141
50507,14723141
50508,14723141
50509,14723141
50510,14723143
50511,14723143
50512,14723143
50513,14723143
50514,14723143
50515,14723147
50516,14723147
50517,14723147
50518,14723147
50519,14723147
50520,14723151
50521,14723151
50522,14723151
50523,14723151
50524,14723151
50525,14723152
50526,14723152
50527,14723152
50528,14723152
50529,14723152
50530,14723155
50531,14723155
50532,14723155
50533,14723155
50534,14723155
50535,14723158
50536,14723158
50537,14723158
50538,14723158
50539,14723158
50540,14723163
50541,14723163
50542,14723163
50543,14723163
50544,14723163
50545,14723166
50546,14723166
50547,14723166
50548,14723166
50549,14723166
50550,14723167
50551,14723167
50552,14723167
50553,14723167
50554,14723167
50555,14723168
50556,14723168
50557,14723168
50558,14723168
50559,14723168
50560,14723172
50561,14723172
50562,14723172
50563,14723172
50564,14723172
50565,14723173
50566,14723173
50567,14723173
50568,14723173
50569,14723173
50570,14723177
50571,14723177
50572,14723177
50573,14723177
50574,14723177
50575,14723179
50576,14723179
50577,14723179
50578,14723179
50579,14723179
50580,14723182
50581,14723182
50582,14723182
50583,14723182
50584,14723182
50585,14723183
50586,14723183
50587,14723183
50588,14723183
50589,14723183
50590,14723185
50591,14723185
50592,14723185
50593,14723185
50594,14723185
50595,14723186
50596,14723186
50597,14723186
50598,14723186
50599,14723186
50600,14723187
50601,14723187
50602,14723187
50603,14723187
50604,14723187
50605,14723188
50606,14723188
50607,14723188
50608,14723188
50609,14723188
50610,14723190
50611,14723190
50612,14723190
50613,14723190
50614,14723190
50615,14723193
50616,14723193
50617,14723193
50618,14723193
50619,14723193
50620,14723195
50621,14723195
50622,14723195
50623,14723195
50624,14723195
50625,14723196
50626,14723196
50627,14723196
50628,14723196
50629,14723196
50630,14723197
50631,14723197
50632,14723197
50633,14723197
50634,14723197
50635,14723199
50636,14723199
50637,14723199
50638,14723199
50639,14723199
50640,14723377
50641,14723377
50642,14723377
50643,14723377
50644,14723377
50645,14723382
50646,14723382
50647,14723382
50648,14723382
50649,14723382
50650,14723383
50651,14723383
50652,14723383
50653,14723383
50654,14723383
50655,14723408
50656,14723408
50657,14723408
50658,14723408
50659,14723408
50660,14723415
50661,14723415
50662,14723415
50663,14723415
50664,14723415
50665,14723427
50666,14723427
50667,14723427
50668,14723427
50669,14723427
50670,14723549
50671,14723549
50672,14723549
50673,14723549
50674,14723549
50675,14723667
50676,14723667
50677,14723667
50678,14723667
50679,14723667
50680,14723675
50681,14723675
50682,14723675
50683,14723675
50684,14723675
50685,14723680
50686,14723680
50687,14723680
50688,14723680
50689,14723680
50690,14723683
50691,14723683
50692,14723683
50693,14723683
50694,14723683
50695,14723684
50696,14723684
50697,14723684
50698,14723684
50699,14723684
50700,14723693
50701,14723693
50702,14723693
50703,14723693
50704,14723693
50705,14723694
50706,14723694
50707,14723694
50708,14723694
50709,14723694
50710,14723697
50711,14723697
50712,14723697
50713,14723697
50714,14723697
50715,14723699
50716,14723699
50717,14723699
50718,14723699
50719,14723699
50720,14723702
50721,14723702
50722,14723702
50723,14723702
50724,14723702
50725,14723707
50726,14723707
50727,14723707
50728,14723707
50729,14723707
50730,14723709
50731,14723709
50732,14723709
50733,14723709
50734,14723709
50735,14723711
50736,14723711
50737,14723711
50738,14723711
50739,14723711
50740,14723715
50741,14723715
50742,14723715
50743,14723715
50744,14723715
50745,14723718
50746,14723718
50747,14723718
50748,14723718
50749,14723718
50750,14723719
50751,14723719
50752,14723719
50753,14723719
50754,14723719
50755,14723721
50756,14723721
50757,14723721
50758,14723721
50759,14723721
50760,14723722
50761,14723722
50762,14723722
50763,14723722
50764,14723722
50765,14723723
50766,14723723
50767,14723723
50768,14723723
50769,14723723
50770,14723724
50771,14723724
50772,14723724
50773,14723724
50774,14723724
50775,14723726
50776,14723726
50777,14723726
50778,14723726
50779,14723726
50780,14723731
50781,14723731
50782,14723731
50783,14723731
50784,14723731
50785,14723733
50786,14723733
50787,14723733
50788,14723733
50789,14723733
50790,14723734
50791,14723734
50792,14723734
50793,14723734
50794,14723734
50795,14723737
50796,14723737
50797,14723737
50798,14723737
50799,14723737
50800,14723739
50801,14723739
50802,14723739
50803,14723739
50804,14723739
50805,14723741
50806,14723741
50807,14723741
50808,14723741
50809,14723741
50810,14723743
50811,14723743
50812,14723743
50813,14723743
50814,14723743
50815,14723744
50816,14723744
50817,14723744
50818,14723744
50819,14723744
50820,14723745
50821,14723745
50822,14723745
50823,14723745
50824,14723745
50825,14723746
50826,14723746
50827,14723746
50828,14723746
50829,14723746
50830,14723747
50831,14723747
50832,14723747
50833,14723747
50834,14723747
50835,14723750
50836,14723750
50837,14723750
50838,14723750
50839,14723750
50840,14723762
50841,14723762
50842,14723762
50843,14723762
50844,14723762
50845,14723764
50846,14723764
50847,14723764
50848,14723764
50849,14723764
50850,14723765
50851,14723765
50852,14723765
50853,14723765
50854,14723765
50855,14723766
50856,14723766
50857,14723766
50858,14723766
50859,14723766
50860,14723770
50861,14723770
50862,14723770
50863,14723770
50864,14723770
50865,14723778
50866,14723778
50867,14723778
50868,14723778
50869,14723778
50870,14723786
50871,14723786
50872,14723786
50873,14723786
50874,14723786
50875,14723789
50876,14723789
50877,14723789
50878,14723789
50879,14723789
50880,14723790
50881,14723790
50882,14723790
50883,14723790
50884,14723790
50885,14723793
50886,14723793
50887,14723793
50888,14723793
50889,14723793
50890,14723798
50891,14723798
50892,14723798
50893,14723798
50894,14723798
50895,14723800
50896,14723800
50897,14723800
50898,14723800
50899,14723800
50900,14723801
50901,14723801
50902,14723801
50903,14723801
50904,14723801
50905,14723802
50906,14723802
50907,14723802
50908,14723802
50909,14723802
50910,14723808
50911,14723808
50912,14723808
50913,14723808
50914,14723808
50915,14723814
50916,14723814
50917,14723814
50918,14723814
50919,14723814
50920,14723815
50921,14723815
50922,14723815
50923,14723815
50924,14723815
50925,14723821
50926,14723821
50927,14723821
50928,14723821
50929,14723821
50930,14723822
50931,14723822
50932,14723822
50933,14723822
50934,14723822
50935,14723823
50936,14723823
50937,14723823
50938,14723823
50939,14723823
50940,14723837
50941,14723837
50942,14723837
50943,14723837
50944,14723837
50945,14723841
50946,14723841
50947,14723841
50948,14723841
50949,14723841
50950,14723845
50951,14723845
50952,14723845
50953,14723845
50954,14723845
50955,14723852
50956,14723852
50957,14723852
50958,14723852
50959,14723852
50960,14723854
50961,14723854
50962,14723854
50963,14723854
50964,14723854
50965,14723857
50966,14723857
50967,14723857
50968,14723857
50969,14723857
50970,14723858
50971,14723858
50972,14723858
50973,14723858
50974,14723858
50975,14723860
50976,14723860
50977,14723860
50978,14723860
50979,14723860
50980,14723862
50981,14723862
50982,14723862
50983,14723862
50984,14723862
50985,14723867
50986,14723867
50987,14723867
50988,14723867
50989,14723867
50990,14723876
50991,14723876
50992,14723876
50993,14723876
50994,14723876
50995,14723880
50996,14723880
50997,14723880
50998,14723880
50999,14723880
51000,14723881
51001,14723881
51002,14723881
51003,14723881
51004,14723881
51005,14723887
51006,14723887
51007,14723887
51008,14723887
51009,14723887
51010,14723889
51011,14723889
51012,14723889
51013,14723889
51014,14723889
51015,14723890
51016,14723890
51017,14723890
51018,14723890
51019,14723890
51020,14723892
51021,14723892
51022,14723892
51023,14723892
51024,14723892
51025,14723898
51026,14723898
51027,14723898
51028,14723898
51029,14723898
51030,14723899
51031,14723899
51032,14723899
51033,14723899
51034,14723899
51035,14723902
51036,14723902
51037,14723902
51038,14723902
51039,14723902
51040,14723907
51041,14723907
51042,14723907
51043,14723907
51044,14723907
51045,14723909
51046,14723909
51047,14723909
51048,14723909
51049,14723909
51050,14723910
51051,14723910
51052,14723910
51053,14723910
51054,14723910
51055,14723912
51056,14723912
51057,14723912
51058,14723912
51059,14723912
51060,14723914
51061,14723914
51062,14723914
51063,14723914
51064,14723914
51065,14723915
51066,14723915
51067,14723915
51068,14723915
51069,14723915
51070,14723925
51071,14723925
51072,14723925
51073,14723925
51074,14723925
51075,14723934
51076,14723934
51077,14723934
51078,14723934
51079,14723934
51080,14723935
51081,14723935
51082,14723935
51083,14723935
51084,14723935
51085,14723937
51086,14723937
51087,14723937
51088,14723937
51089,14723937
51090,14723942
51091,14723942
51092,14723942
51093,14723942
51094,14723942
51095,14723948
51096,14723948
51097,14723948
51098,14723948
51099,14723948
51100,14723955
51101,14723955
51102,14723955
51103,14723955
51104,14723955
51105,14723958
51106,14723958
51107,14723958
51108,14723958
51109,14723958
51110,14723961
51111,14723961
51112,14723961
51113,14723961
51114,14723961
51115,14723964
51116,14723964
51117,14723964
51118,14723964
51119,14723964
51120,14723984
51121,14723984
51122,14723984
51123,14723984
51124,14723984
51125,14723987
51126,14723987
51127,14723987
51128,14723987
51129,14723987
51130,14723995
51131,14723995
51132,14723995
51133,14723995
51134,14723995
51135,14724005
51136,14724005
51137,14724005
51138,14724005
51139,14724005
51140,14724007
51141,14724007
51142,14724007
51143,14724007
51144,14724007
51145,14724009
51146,14724009
51147,14724009
51148,14724009
51149,14724009
51150,14724017
51151,14724017
51152,14724017
51153,14724017
51154,14724017
51155,14724018
51156,14724018
51157,14724018
51158,14724018
51159,14724018
51160,14724019
51161,14724019
51162,14724019
51163,14724019
51164,14724019
51165,14724021
51166,14724021
51167,14724021
51168,14724021
51169,14724021
51170,14724023
51171,14724023
51172,14724023
51173,14724023
51174,14724023
51175,14724025
51176,14724025
51177,14724025
51178,14724025
51179,14724025
51180,14724027
51181,14724027
51182,14724027
51183,14724027
51184,14724027
51185,14724031
51186,14724031
51187,14724031
51188,14724031
51189,14724031
51190,14724032
51191,14724032
51192,14724032
51193,14724032
51194,14724032
51195,14724034
51196,14724034
51197,14724034
51198,14724034
51199,14724034
51200,14724035
51201,14724035
51202,14724035
51203,14724035
51204,14724035
51205,14724036
51206,14724036
51207,14724036
51208,14724036
51209,14724036
51210,14724037
51211,14724037
51212,14724037
51213,14724037
51214,14724037
51215,14724038
51216,14724038
51217,14724038
51218,14724038
51219,14724038
51220,14724040
51221,14724040
51222,14724040
51223,14724040
51224,14724040
51225,14724041
51226,14724041
51227,14724041
51228,14724041
51229,14724041
51230,14724043
51231,14724043
51232,14724043
51233,14724043
51234,14724043
51235,14724044
51236,14724044
51237,14724044
51238,14724044
51239,14724044
51240,14724045
51241,14724045
51242,14724045
51243,14724045
51244,14724045
51245,14724049
51246,14724049
51247,14724049
51248,14724049
51249,14724049
51250,14724050
51251,14724050
51252,14724050
51253,14724050
51254,14724050
51255,14724051
51256,14724051
51257,14724051
51258,14724051
51259,14724051
51260,14724053
51261,14724053
51262,14724053
51263,14724053
51264,14724053
51265,14724055
51266,14724055
51267,14724055
51268,14724055
51269,14724055
51270,14724056
51271,14724056
51272,14724056
51273,14724056
51274,14724056
51275,14724064
51276,14724064
51277,14724064
51278,14724064
51279,14724064
51280,14724066
51281,14724066
51282,14724066
51283,14724066
51284,14724066
51285,14724068
51286,14724068
51287,14724068
51288,14724068
51289,14724068
51290,14724072
51291,14724072
51292,14724072
51293,14724072
51294,14724072
51295,14724074
51296,14724074
51297,14724074
51298,14724074
51299,14724074
51300,14724077
51301,14724077
51302,14724077
51303,14724077
51304,14724077
51305,14724079
51306,14724079
51307,14724079
51308,14724079
51309,14724079
51310,14724088
51311,14724088
51312,14724088
51313,14724088
51314,14724088
51315,14724089
51316,14724089
51317,14724089
51318,14724089
51319,14724089
51320,14724090
51321,14724090
51322,14724090
51323,14724090
51324,14724090
51325,14724092
51326,14724092
51327,14724092
51328,14724092
51329,14724092
51330,14724093
51331,14724093
51332,14724093
51333,14724093
51334,14724093
51335,14724094
51336,14724094
51337,14724094
51338,14724094
51339,14724094
51340,14724095
51341,14724095
51342,14724095
51343,14724095
51344,14724095
51345,14724096
51346,14724096
51347,14724096
51348,14724096
51349,14724096
51350,14724098
51351,14724098
51352,14724098
51353,14724098
51354,14724098
51355,14724099
51356,14724099
51357,14724099
51358,14724099
51359,14724099
51360,14724100
51361,14724100
51362,14724100
51363,14724100
51364,14724100
51365,14724103
51366,14724103
51367,14724103
51368,14724103
51369,14724103
51370,14724105
51371,14724105
51372,14724105
51373,14724105
51374,14724105
51375,14724107
51376,14724107
51377,14724107
51378,14724107
51379,14724107
51380,14724108
51381,14724108
51382,14724108
51383,14724108
51384,14724108
51385,14724109
51386,14724109
51387,14724109
51388,14724109
51389,14724109
51390,14724110
51391,14724110
51392,14724110
51393,14724110
51394,14724110
51395,14724111
51396,14724111
51397,14724111
51398,14724111
51399,14724111
51400,14724112
51401,14724112
51402,14724112
51403,14724112
51404,14724112
51405,14724115
51406,14724115
51407,14724115
51408,14724115
51409,14724115
51410,14724116
51411,14724116
51412,14724116
51413,14724116
51414,14724116
51415,14724120
51416,14724120
51417,14724120
51418,14724120
51419,14724120
51420,14724121
51421,14724121
51422,14724121
51423,14724121
51424,14724121
51425,14724123
51426,14724123
51427,14724123
51428,14724123
51429,14724123
51430,14724124
51431,14724124
51432,14724124
51433,14724124
51434,14724124
51435,14724126
51436,14724126
51437,14724126
51438,14724126
51439,14724126
51440,14724129
51441,14724129
51442,14724129
51443,14724129
51444,14724129
51445,14724131
51446,14724131
51447,14724131
51448,14724131
51449,14724131
51450,14724132
51451,14724132
51452,14724132
51453,14724132
51454,14724132
51455,14724133
51456,14724133
51457,14724133
51458,14724133
51459,14724133
51460,14724134
51461,14724134
51462,14724134
51463,14724134
51464,14724134
51465,14724135
51466,14724135
51467,14724135
51468,14724135
51469,14724135
51470,14724137
51471,14724137
51472,14724137
51473,14724137
51474,14724137
51475,14724139
51476,14724139
51477,14724139
51478,14724139
51479,14724139
51480,14724140
51481,14724140
51482,14724140
51483,14724140
51484,14724140
51485,14724142
51486,14724142
51487,14724142
51488,14724142
51489,14724142
51490,14724144
51491,14724144
51492,14724144
51493,14724144
51494,14724144
51495,14724146
51496,14724146
51497,14724146
51498,14724146
51499,14724146
51500,14724147
51501,14724147
51502,14724147
51503,14724147
51504,14724147
51505,14724148
51506,14724148
51507,14724148
51508,14724148
51509,14724148
51510,14724154
51511,14724154
51512,14724154
51513,14724154
51514,14724154
51515,14724155
51516,14724155
51517,14724155
51518,14724155
51519,14724155
51520,14724158
51521,14724158
51522,14724158
51523,14724158
51524,14724158
51525,14724159
51526,14724159
51527,14724159
51528,14724159
51529,14724159
51530,14724160
51531,14724160
51532,14724160
51533,14724160
51534,14724160
51535,14724161
51536,14724161
51537,14724161
51538,14724161
51539,14724161
51540,14724163
51541,14724163
51542,14724163
51543,14724163
51544,14724163
51545,14724164
51546,14724164
51547,14724164
51548,14724164
51549,14724164
51550,14724165
51551,14724165
51552,14724165
51553,14724165
51554,14724165
51555,14724169
51556,14724169
51557,14724169
51558,14724169
51559,14724169
51560,14724170
51561,14724170
51562,14724170
51563,14724170
51564,14724170
51565,14724442
51566,14724442
51567,14724442
51568,14724442
51569,14724442
51570,14724662
51571,14724662
51572,14724662
51573,14724662
51574,14724662
51575,14724899
51576,14724899
51577,14724899
51578,14724899
51579,14724899
51580,14725772
51581,14725772
51582,14725772
51583,14725772
51584,14725772
51585,14725795
51586,14725795
51587,14725795
51588,14725795
51589,14725795
51590,14725809
51591,14725809
51592,14725809
51593,14725809
51594,14725809
51595,14725960
51596,14725960
51597,14725960
51598,14725960
51599,14725960
51600,14725987
51601,14725987
51602,14725987
51603,14725987
51604,14725987
51605,14725988
51606,14725988
51607,14725988
51608,14725988
51609,14725988
51610,14725994
51611,14725994
51612,14725994
51613,14725994
51614,14725994
51615,14725996
51616,14725996
51617,14725996
51618,14725996
51619,14725996
51620,14725997
51621,14725997
51622,14725997
51623,14725997
51624,14725997
51625,14725999
51626,14725999
51627,14725999
51628,14725999
51629,14725999
51630,14726000
51631,14726000
51632,14726000
51633,14726000
51634,14726000
51635,14726006
51636,14726006
51637,14726006
51638,14726006
51639,14726006
51640,14726008
51641,14726008
51642,14726008
51643,14726008
51644,14726008
51645,14726014
51646,14726014
51647,14726014
51648,14726014
51649,14726014
51650,14726020
51651,14726020
51652,14726020
51653,14726020
51654,14726020
51655,14726021
51656,14726021
51657,14726021
51658,14726021
51659,14726021
51660,14726029
51661,14726029
51662,14726029
51663,14726029
51664,14726029
51665,14726031
51666,14726031
51667,14726031
51668,14726031
51669,14726031
51670,14726032
51671,14726032
51672,14726032
51673,14726032
51674,14726032
51675,14726033
51676,14726033
51677,14726033
51678,14726033
51679,14726033
51680,14726034
51681,14726034
51682,14726034
51683,14726034
51684,14726034
51685,14726036
51686,14726036
51687,14726036
51688,14726036
51689,14726036
51690,14726040
51691,14726040
51692,14726040
51693,14726040
51694,14726040
51695,14726044
51696,14726044
51697,14726044
51698,14726044
51699,14726044
51700,14726045
51701,14726045
51702,14726045
51703,14726045
51704,14726045
51705,14726046
51706,14726046
51707,14726046
51708,14726046
51709,14726046
51710,14726047
51711,14726047
51712,14726047
51713,14726047
51714,14726047
51715,14726048
51716,14726048
51717,14726048
51718,14726048
51719,14726048
51720,14726049
51721,14726049
51722,14726049
51723,14726049
51724,14726049
51725,14726050
51726,14726050
51727,14726050
51728,14726050
51729,14726050
51730,14726055
51731,14726055
51732,14726055
51733,14726055
51734,14726055
51735,14726057
51736,14726057
51737,14726057
51738,14726057
51739,14726057
51740,14726060
51741,14726060
51742,14726060
51743,14726060
51744,14726060
51745,14726061
51746,14726061
51747,14726061
51748,14726061
51749,14726061
51750,14726063
51751,14726063
51752,14726063
51753,14726063
51754,14726063
51755,14726064
51756,14726064
51757,14726064
51758,14726064
51759,14726064
51760,14726065
51761,14726065
51762,14726065
51763,14726065
51764,14726065
51765,14726066
51766,14726066
51767,14726066
51768,14726066
51769,14726066
51770,14726067
51771,14726067
51772,14726067
51773,14726067
51774,14726067
51775,14726069
51776,14726069
51777,14726069
51778,14726069
51779,14726069
51780,14726070
51781,14726070
51782,14726070
51783,14726070
51784,14726070
51785,14726071
51786,14726071
51787,14726071
51788,14726071
51789,14726071
51790,14726072
51791,14726072
51792,14726072
51793,14726072
51794,14726072
51795,14726076
51796,14726076
51797,14726076
51798,14726076
51799,14726076
51800,14726079
51801,14726079
51802,14726079
51803,14726079
51804,14726079
51805,14726080
51806,14726080
51807,14726080
51808,14726080
51809,14726080
51810,14726081
51811,14726081
51812,14726081
51813,14726081
51814,14726081
51815,14726082
51816,14726082
51817,14726082
51818,14726082
51819,14726082
51820,14726084
51821,14726084
51822,14726084
51823,14726084
51824,14726084
51825,14726085
51826,14726085
51827,14726085
51828,14726085
51829,14726085
51830,14726088
51831,14726088
51832,14726088
51833,14726088
51834,14726088
51835,14726089
51836,14726089
51837,14726089
51838,14726089
51839,14726089
51840,14726090
51841,14726090
51842,14726090
51843,14726090
51844,14726090
51845,14726091
51846,14726091
51847,14726091
51848,14726091
51849,14726091
51850,14726094
51851,14726094
51852,14726094
51853,14726094
51854,14726094
51855,14726095
51856,14726095
51857,14726095
51858,14726095
51859,14726095
51860,14726097
51861,14726097
51862,14726097
51863,14726097
51864,14726097
51865,14726099
51866,14726099
51867,14726099
51868,14726099
51869,14726099
51870,14726101
51871,14726101
51872,14726101
51873,14726101
51874,14726101
51875,14726102
51876,14726102
51877,14726102
51878,14726102
51879,14726102
51880,14726103
51881,14726103
51882,14726103
51883,14726103
51884,14726103
51885,14726104
51886,14726104
51887,14726104
51888,14726104
51889,14726104
51890,14726105
51891,14726105
51892,14726105
51893,14726105
51894,14726105
51895,14726106
51896,14726106
51897,14726106
51898,14726106
51899,14726106
51900,14726108
51901,14726108
51902,14726108
51903,14726108
51904,14726108
51905,14726109
51906,14726109
51907,14726109
51908,14726109
51909,14726109
51910,14726110
51911,14726110
51912,14726110
51913,14726110
51914,14726110
51915,14726111
51916,14726111
51917,14726111
51918,14726111
51919,14726111
51920,14726114
51921,14726114
51922,14726114
51923,14726114
51924,14726114
51925,14726117
51926,14726117
51927,14726117
51928,14726117
51929,14726117
51930,14726120
51931,14726120
51932,14726120
51933,14726120
51934,14726120
51935,14726121
51936,14726121
51937,14726121
51938,14726121
51939,14726121
51940,14726123
51941,14726123
51942,14726123
51943,14726123
51944,14726123
51945,14726209
51946,14726209
51947,14726209
51948,14726209
51949,14726209
51950,14726277
51951,14726277
51952,14726277
51953,14726277
51954,14726277
51955,14726293
51956,14726293
51957,14726293
51958,14726293
51959,14726293
51960,14726294
51961,14726294
51962,14726294
51963,14726294
51964,14726294
51965,14726295
51966,14726295
51967,14726295
51968,14726295
51969,14726295
51970,14726301
51971,14726301
51972,14726301
51973,14726301
51974,14726301
51975,14726306
51976,14726306
51977,14726306
51978,14726306
51979,14726306
51980,14726308
51981,14726308
51982,14726308
51983,14726308
51984,14726308
51985,14726309
51986,14726309
51987,14726309
51988,14726309
51989,14726309
51990,14726314
51991,14726314
51992,14726314
51993,14726314
51994,14726314
51995,14726316
51996,14726316
51997,14726316
51998,14726316
51999,14726316
52000,14726317
52001,14726317
52002,14726317
52003,14726317
52004,14726317
52005,14726321
52006,14726321
52007,14726321
52008,14726321
52009,14726321
52010,14726322
52011,14726322
52012,14726322
52013,14726322
52014,14726322
52015,14726324
52016,14726324
52017,14726324
52018,14726324
52019,14726324
52020,14726325
52021,14726325
52022,14726325
52023,14726325
52024,14726325
52025,14726326
52026,14726326
52027,14726326
52028,14726326
52029,14726326
52030,14726333
52031,14726333
52032,14726333
52033,14726333
52034,14726333
52035,14726339
52036,14726339
52037,14726339
52038,14726339
52039,14726339
52040,14726341
52041,14726341
52042,14726341
52043,14726341
52044,14726341
52045,14726342
52046,14726342
52047,14726342
52048,14726342
52049,14726342
52050,14726347
52051,14726347
52052,14726347
52053,14726347
52054,14726347
52055,14726349
52056,14726349
52057,14726349
52058,14726349
52059,14726349
52060,14726350
52061,14726350
52062,14726350
52063,14726350
52064,14726350
52065,14726356
52066,14726356
52067,14726356
52068,14726356
52069,14726356
52070,14726357
52071,14726357
52072,14726357
52073,14726357
52074,14726357
52075,14726365
52076,14726365
52077,14726365
52078,14726365
52079,14726365
52080,14726366
52081,14726366
52082,14726366
52083,14726366
52084,14726366
52085,14726368
52086,14726368
52087,14726368
52088,14726368
52089,14726368
52090,14726371
52091,14726371
52092,14726371
52093,14726371
52094,14726371
52095,14726376
52096,14726376
52097,14726376
52098,14726376
52099,14726376
52100,14726378
52101,14726378
52102,14726378
52103,14726378
52104,14726378
52105,14726385
52106,14726385
52107,14726385
52108,14726385
52109,14726385
52110,14726390
52111,14726390
52112,14726390
52113,14726390
52114,14726390
52115,14726391
52116,14726391
52117,14726391
52118,14726391
52119,14726391
52120,14726400
52121,14726400
52122,14726400
52123,14726400
52124,14726400
52125,14726407
52126,14726407
52127,14726407
52128,14726407
52129,14726407
52130,14726408
52131,14726408
52132,14726408
52133,14726408
52134,14726408
52135,14726409
52136,14726409
52137,14726409
52138,14726409
52139,14726409
52140,14726413
52141,14726413
52142,14726413
52143,14726413
52144,14726413
52145,14726414
52146,14726414
52147,14726414
52148,14726414
52149,14726414
52150,14726415
52151,14726415
52152,14726415
52153,14726415
52154,14726415
52155,14726423
52156,14726423
52157,14726423
52158,14726423
52159,14726423
52160,14726431
52161,14726431
52162,14726431
52163,14726431
52164,14726431
52165,14726432
52166,14726432
52167,14726432
52168,14726432
52169,14726432
52170,14726437
52171,14726437
52172,14726437
52173,14726437
52174,14726437
52175,14726438
52176,14726438
52177,14726438
52178,14726438
52179,14726438
52180,14726440
52181,14726440
52182,14726440
52183,14726440
52184,14726440
52185,14726445
52186,14726445
52187,14726445
52188,14726445
52189,14726445
52190,14726446
52191,14726446
52192,14726446
52193,14726446
52194,14726446
52195,14726681
52196,14726681
52197,14726681
52198,14726681
52199,14726681
52200,14726691
52201,14726691
52202,14726691
52203,14726691
52204,14726691
52205,14726702
52206,14726702
