index,MORGAN_BTSR
5351,11000000001000000110001000001000010001110101100100000000010010101000011110010100110001110011100100001100010010000100000101100100
5352,11010000101110000100000100010010010010000000111100100001001001101110000001000010110100100010011010011101000100010010000001010101
5353,11011100001010000001000000011000010001010110110101000011100001101111000101010110110011100010000110001110000000000000000000000100
5354,11000101111001110101100000100101010001110000000000010011001010011000000100000101111010101010010100001000010101010100000000100100
5355,00000100000001011111001001000000111010010000001101001010001010001010000000100000010001111110100100001101100100011000000000110011
5356,00001010001000100001110001010010010110110000110100000001001000011000010101000000111011101010000010001001001000001100100100110100
5357,11000000101001010000001000010001011100111100010000010010001000011100010010100000010010101000101110001100100100001010010000100010
5358,00000000001000000101000001000001001100010001000101010110011000001100000000001010110000110000000101001100000000111000000001001000
5359,11000100001001001010001000010001011101111100010001010010001010011100110010100000010010101000101110001100100100001000010010100010
5360,00000100001001000000000000000010000000010100010100000000101000110110000011000100010000101000000101001000010100100000000110111010
5361,00000101011010101110000000101011011010010001011000000000000010000010110110001010000000000000000010001000010000100000100001110110
5362,11000000001001001000000010001000111111010010010110000001001011011010000001101110010010110000000000001010011010001000010010100100
5363,11000000011011001000000011000000111111010011000111000001001010011010000001100110010000110000000000001010011010001000000010100100
5364,10000000001001001001000010000000110011010010101111000001001010011110000101110110010000111000000000001010011010000000000010100101
5365,10001001101001001000000000010010110011010010000110000011011010011010010001100110110000110101000000001010011011000000010010110100
5366,10100000001001001000000010000000110011011010100110000001001010011010000011100110010000110000000000001010011110001001000010100101
5367,10100000001001001000000010000000110011010010000110110001001010011010000011100110010010110000000000001010011010100000000011100100
5368,10100010101001001000000010000000110011010010000110000101001110011010000001110110010000110010000000001010011010000000000010100100
5369,10000000111001011000000010000000110011010110010110000001101010011010000001100110010000110000001001001010011110000010000010100100
5370,10000000001001001000000010000001110011010010000110010001001010011110000011100110010000111000101100001010011110010000010010100100
5371,01101111000001010001000010001011001100010100000001000000100001000000001010000100010011101010000100001010000110000100000000000000
5372,11101010111001010001000010000010011010010000001010111001101100001110000011100001010000100011001000001011000100010011000000011101
5373,11000000101011010000000000000000010010010001001000100001001001000001001001010000110101100000011000001001000100001101000101100000
5374,11000100101001001001010000010000010001000011000111000000001000001000000000001100110100101010000010011010000100010010000100010000
5375,00001110101001001001010000110011000001000000000111000100001000001100000000000100110000101010000010001010000100000110001100000000
5376,00000110101001001001010000110111010001000000010111000110001000001100000000000100110000101010000010001010000100000010011100011000
5377,00001110101001001011010000110111010001000000010111000100001010001100000000000100110000101010000010001010000100000010011100011000
5378,00001100101101101001010000010110010001010000010111000100001000101000000010000110110000101010000010011110000100000011010100011001
5379,10000000111101001000010001011111010000010000000000000010011010010011010100010010110000101011010000101000100100110110010001101100
5380,11001100111010010000100001100010010000010100111101000000001100101000010011100000110011100000000011001110010100010110100001100101
5381,11010000101010110100110010000110101100010101100100000101010000001000011000110000110001100000000111111000100100000100100000100100
5382,10000000101100001000001000000011111110111101010100000010011010011000011110011000010011100000000000101001100100011111000000100000
5383,10000100101101010100000010000000011100110000100100000111100001111110011011010010110000100000000010001010000101001000000000001100
5384,10010010101001110100000010000000011101010001000100000001000100101100100001000101110000110000000010001010010100001000010000000100
5385,10000000001001000101000010000000011101010101000101000001101000101000100001000100110000110000000010001010000000001001010000000100
5386,11010000001010001001000010100000010001010000000100000101000001001110110000000110010001100000000000001010110000001010000000000100
5387,11010000001000000001000010010001010100010000000000000101001001010010010011010010010000100000001000001010010110000000010000000100
5388,11010000001000000101000010010001011100010000000000000101001001010010000010010010110000100001000000001010010100000000011000000110
5389,11010000001001000001000010110001010111110000000000000101001001010010001010010011110000100001000001001010010100000000010100000100
5390,11000110001110001001010000000011110000010010000100000010011001101000100000100010110000100011000000101000011100010100000001010001
5391,10100100100001001010000000000001110100001000100100010000001001001000010000000001110101100000001010001000110100010000100100100011
5392,00001001011000000101100000000010010100110100110101000011000001001010010000000011111011100110000100001010000000100110100000010100
5393,00010110111111001001000000000000000000011010010110010001001100001010100010000000110000100110001001001100001001010001000001010100
5394,10011000001000101001000000010110111001010101000011101000011000010000011010000101110010111000000000101100001100101000010011100000
5395,10111010111100100001000000000011010101010000000011100001101100001001000111100011010010100000110010001000000100010110000001011101
5396,10010100011100100001000000000011010101010000000101100001101010001110000011100010010010100000010010001001010100010110000001011101
5397,10010000011100100001000000100011010101010000100001100001101010011000000011100110010010100000010010001000010100010110000001011101
5398,11100010111000101101000000010000010000010100010000000000001000001000000000000011110000100010000000101010010010100010110000000101
5399,11100000001010000100001000010000010000010001100001000000000011101000001000010000010001100001000100001010010000000100000001100100
5400,10000100101001000100101010000011010001010001000100010001000000011010001111011111010010100000000000101010001100000100001000110100
5401,10010000001010100101000110000110011100111110010000100011001000010000010001100000110000101010111000001101010100000000000101011100
5402,10100011101001000001000011000010010100010000001011000111001100110010000011111010110001101011010000001111110000000000000001010100
5403,11011000001110000001001100010110111110010110101011000101000010011010000100100001111001101000010000101000010100011000100000101111
5404,10010100001000000111001000101001010101010000000111000110001000001000000001000010011000110001000001001001010100111100000011101000
5405,10101100001001010001000000000000010001110110101111000000001010111110000001000101110001101001000100101100010100000000100011100110
5406,10110000011001101101000001000100000111010000000011100110011000011001000101100000010000111000000101001010000100111100000000111101
5407,10000100101000000001000010101000010010110100010011000010100100010000000000010001110000101000000000001010000100100001000100000100
5408,10000000101000100100001010000000100011010001101000000000000100000000001100110000010001100000000000001010100000000100000000100101
5409,10000100101001000100000010001000000000010110000110000000000100001000010010000000110000101010101100001000000100000000100000010110
5410,10000110001000000000000100000000000000010110110100000011000000111011000000010011110011100010010100001000000100010000000000000100
5411,11000100101000000100101010010000011100110000010100101001011001001001010001100000110101101100000000001000000000100000000000101100
5412,10110110001010100001000100100010110011111100100100100011001000001100000001000100111000100011011001001001111101100001000101010011
5413,11000010001000111001000000010010010110100000000000100011011111001001101100000101110010110010000000011000000010100000000101100001
5414,11000100111100001100001000000000000001110100100111101001001010001010110110000111110110111010011110001000000111000000010100000100
5415,01001000010110001001010000000010111000010001010001000110001010100100000000010001110000000000010010001000010000010000001011110011
5416,00100111111000010101000000000100010110010100010101000001000000111011100000000000110010110000001011001001110110000010000001100100
5417,01100100001010000001000000000010100000010000010100000000001100101000000010011010110001101000011000001001010000010000000100010101
5418,11100010001001000000000000000001011110010010110101000110000010111000011001000111110011100011000100001011110100010100110001101100
5419,11001000111000001000000100010011011100010101010100000110000010011000110001000000110010100000101000101010110000010001110010110101
5420,11010000111000011000001100000010010000010100110001000000000000000000000010000011010010100110000001101000000010100010000101110101
5421,10000000101000100001000010000010110010010001100101010000000000001000000110000011110000101100000010101010010000100000000001100101
5422,11101101100000110000101100000011010000011000100100000000011000011001000010000010010010110000010010001001010100000000000000100001
5423,00010100101000011000001100000110010010011000100110000010010100011100000010100000011010110000000010001001110100000010000001100000
5424,10000100100010000010000000010100010000010010000110000000001100011001010000010000110010111010000010001010000100000000000000100011
5425,10101010101100001000000000000100000000010000000111000000001100011000110000001101110000110000100000001100100100000010011011000001
5426,11000000001011000001000111100110011101110111010101100110101000001000000000101100110000101000000110001011010000000001010000010100
5427,11000101101011010000100010000001111101110011000100000001000010011000000101000101110010101000001110001110000100001000001000110110
5428,11000100101000000001101110000011011101010010011111110001000000011000000111100111011011101000000010001011110100001010001000110101
5429,10000000011001100001010010000001011100010100100001000100001010111000110000010111011001100001000110001010010100000101010001000101
5430,00000000001000001110101101000000000100000101000100000000010000011110101001010000010000101000001111001000000100000100100000100100
5431,01000000101000000000000001100000110001101010000100000010001000101100110001000100110000101001000010001000000000000010010000000100
5432,11100000000100100000001000010000011010000000000000000000001001001010010010100000110001100100000001011000100100000100000000000000
5433,01000000001001000000000000000100000000010000000000000000001010000000100000010000100000010000001000010000000000001000000000000000
5434,11000000000000000011000000000000110011110000100111100111000010011011000101010100110001101000001010001000000100000000000001000000
5435,00000000001010101011010000100010000000010100000001000110000000000000010000000000110001100011000000001000000100101000000000100100
5436,11001000001100010001000010000000010010010000001011000000000000001000010010000010010000101000000001011010010000100100100000000101
5437,00000100001010001111000000010000110001010000000100000010001010001000010001000110110000100010000000001000010100000000000110100100
5438,10010000101000000001001010000010110000010100101011010010011110010001000010111100010100111000000000001011000100100000000000101100
5439,10000100100000000001000000000110010000010000101011000010011010010001000100111100010101111000000100001011100100100000000000101000
5440,00000000001110001010000000001101010001010001000100000100000000001000100000001100110100100000010000011000110101001100000000000100
5441,10000000100000000000000100000000011010110000110100001110000000011100000011010000110011110010000100001100100100000100000000100111
5442,10010100011000010001000000001010101001010110010100000010001000001000000000000100110010100011000000101000000000000001011111010100
5443,10000000001000001100101000000010011100100001100000000001000000011010111110011010110000100000011000101010000101000101001000100000
5444,11000101101101001100100101010111111110010000100100100011101010011101101100010010110000100000111000011000000100110000000001111000
5445,00000100101001100010000000000000110010010001100010011000000010000000000010001100110001101000010100001000010000000110100000100101
5446,10011000101001001011001000010000011000110100111001101001000000010010001001100110110010110110111010101000100101011001000001110000
5447,10011000100000001011001000010000011000110100111101100001000000001000000001100110110010110110111010101100100101111001000001110000
5448,01000000001001011101100000000000010001010001010100000000001000001010101000110100110000110101001000001000101110011100000001110011
5449,11101000101110111100000010000110010111110010100001100010101000011000010010000010110000111110111011101000101101000001000000010111
5450,11100110001100011000010010000101010000010010001101000010101001011010110000010001110010110110111011101001100100000101001010010111
5451,11000000101110001001000010100100010010011000110101001010001001011000010101100000110100111110111111101110101100000000000001110111
5452,11000100001110011000000110000110010111110000101101001010101000011001011110000000110001111011111001101000100111000001100001010111
5453,11001010101110011111000010000110011101010010011101110011001000111101010011000100110011110111111011101001101100001111110000110111
5454,11000100001100001100000000100100010001011010110101000010001001011010010101000000110000110110111001101010100000000100000001110111
5455,11101000101110111101000010000110110011110010101111100111011000011000010010000100110000111110111011101000101100000111010000010111
5456,11010000101110001000100010010011010000010000100101001111001101001010010000100010110010101010011010001000001001110111010001011111
5457,11011101001110011000000000001010010001010100010001100110001100100000010011010100110000110010001000001010101010010001001000010111
5458,11010010111111011101000001000010010101010010101001000010001100001001010000100100111001100110011010001000001100010011101011110111
5459,10001100101000000001000000000000011000010110110100000000000010111000000001100001110001100011000110101100010100000000100111100100
5460,11101100111100100000101011000000011110110101000100100010000100011001010000000000111001110000000010001000101000000110010010100100
5461,10110100001010000001000001000011011100010001010101100000011000011100100001000110010010100100000100101100010110110001010000110000
5462,10010000001001111011000110100000010101110100100101100001101000011110100101010111111000101000010011001010110100100000100100100100
5463,00000100011011000000000000000010010000010101010100000010001000011010000011110000110001100000001000001001100101010001101101110000
5464,00000100000000000001000001000000010001010000010110000000001000001000000000000100110001110000000100001000000000011000000011000000
5465,00000000001000100001000000000101010101010001000001001000000000001000100000100001110000100000001000001000000000000100000000000101
5466,00010110001000001001000000000000000010010010000100000000000000001000000000000000110000110010000000001001000001010000100000100100
5467,10000000101001010001100010001001110000011100100111100001000100001001010011100000111000110000001010001110000001000100000110100101
5468,10000100001001010001100010011001010000011100100101100001101000010001010001110000111000110000000010001110000111010100000111100101
5469,10000000001001010001100101001011010000011000100101100101000000001001010011100010111000110100000000001111000001110100000110100101
5470,10100000001011010001100100001011010000111100100101100101000010001001010011100000111000110100000000001111000001010100000110100101
5471,10000000001001010001100100001011010000011000100101100101001000001001010011100001111000110100000000001111000001010100000110100101
5472,10000000001001010001100101001011010001011000100101100101000000001001010011100000111000111100000000001110000101001100000110100101
5473,10000000001001011110000001001100010000111001100010101011001010001111110001100110111000101000010010101011000101001110000110001100
5474,11000100011000001101001010010000011100011110000100101001001011001000110000100101110000101010001010001000000010010010010100001100
5475,11100100011000111010000010000001010100010010100000110001001000111000110101100011010111100000000000101010011100011001010001101100
5476,11100100011000111010000010000001010100010010100000110001001000011000110101101011010111100000100000001010010100011001010001100110
5477,11100100011000111010000010010001010100010110100000110001001000011000110101100011010111100000000000001010010100011001010001100100
5478,11100100011000111000000010010001010100010010100000111001001000111000110101100011010111100000000000001010000100011101010101100100
5479,11100100011000111000000010000001010100110110100100111001000000111000110100100011110101100000000000001010000101001001010000100100
5480,11100100011000111010000010000001010100110110100100110001001000011000110100100011110111100000000000101010010101011001010000100100
5481,11100100011000111010000010000001010100110110100100110001000000011000110101100011110101100000000000101010010101001001010001100100
5482,11100100011001111000000010000001010100110110100000111001000000111010110101100011110101100000000000001010000101001001010000100100
5483,11100100011000111011001010000001010100110110100101110001000000011000110100100011110101100000000000101010010101101001010000100100
5484,11100100011000111001000010000001010101110110100001111001000000111000110100100011110101101000000000001010000101001101010000100100
5485,11100100011000111001000010000001010100110110101011111001000000111000110100100011110101101000000000001010000101001001010000100100
5486,11100100011001111000000010000001010100110110100000111001000000111000110100100011110101101000000100001110000101001101010000110110
5487,11100100011001111000000010000001010100110110100000111001000000111000110100100011110101101000000100001010000101001101010000100100
5488,11100110111000111000000010000001010100110110100000111001000100111000110100100011110101100010000000001010000101001001010000100100
5489,11100101011000111100000010000001010100110110100000111001000000111000110100100011110101101010000000001010000101001101010000100100
5490,00010100001000000000000000100000111010110000000100001010101001011010000000010001111011100010000000101000000100101000111101110100
5491,00100010000000001001001010000010010000010000001011000010000000101000000010100010111001101010100000001101000100000010000011000001
5492,10010110101001000100000000001000010000110000000000010001001000100010001001110000110000101001001100001000010000000100100000000100
5493,10011000101000100000000010010010110000010000000000000100001000010100100011110010010000101000011100001010110100100000000000000100
5494,10110010101000000100000000001000010000110000000100000000001100100010001001110000110000100011000100001000010000000000100001000100
5495,00001100101000011010010010110110011110110000010100000010001001011110000001000101110011100010001110001000100000000000010111100000
5496,00000100001000010001001001000110010000010010000111000000001100001000000000110010110000100010100011001011000000110000000000011000
5497,10001100101001101000000000000010100000000001000100001010010000011110011101011100010001101000001110101100000100000101000001100010
5498,11010110001000000100001000101010110000110001000100000000010000011000011010010001110000100000000011001000010000000110100100110100
5499,10101100001000000101010010000111110001010110010110000001000001001001000011100100110010100011000000001000101001000000100100010101
5500,10001010001010001000000010100001110000110100000010001000001000000000100000010011110000000000101000001000000100000100001110100100
5501,10100011101100010101000010100001010001110010000101010010100100011101010110010101111000111011100001001000100110000101000100010100
5502,11100110101000000000000010100001110000110100000000010100001110010000010000010001111100100010000001001000010100000100000000000100
5503,11000100011011110000000010100001010110110110100000111001000010001110010001100001111100100000000100001000110100000100010110100100
5504,10000100001001000001100001011010110010010110001101000001001000001110011111001010110011100100000110001010001001110000000100000101
5505,10000100001001000001000001111010110010110110001100000000001000011100111111011001110011101000001110001000000000100100111100000101
5506,11000000011011110000000010010001010100110110100000111001000010001110110001100001111100110000000100011000110100000100010000100100
5507,10000000001001001000000010000010110011010010000110100001001010011010000101100110010000110001001000001010011010000000000010100100
5508,10010000001001001000000010000000110011010010101110000001001110011010000001110110010000110000000001001010011010000000000010100100
5509,10111000001001001000000000010010110011010010110110000001001010011010000001100110010000110000000000101010011010000000000110110100
5510,10000000101001101000000010010000110011010010000110000001101110011010100001110110010000110000000000001010011110010000000010100100
5511,10000000101001001001000010000000110011010010010111000001101110011010000001110110110000111000000000001010011110100000000010100100
5512,10000100001001001000000010000000110011010010000110100101001010011110000001110110010000110000000000001010011010000000000010100100
5513,10000000001001001001000010000000110011010010010111100001101010011010000001110110010000110000001000001010011110100000000011100100
5514,10010000001100001000000000111010010000110100000000000110010000000000010010100100100001000000000000000000000000000000000001000101
5515,11000000001011001101000110100110011100111110010000100011100000110000100000100000110000101010000100001111010000000000001000011100
5516,11000101101000000101100010000001010101111000000111010011010000111000000101000101110010101010000010001010000100101000011010110100
5517,10000000001000000011000010010000010001010001000011010000001000000000101110011001010000101000000011111010000100010100000100001100
5518,10000000001000000010000010110000010010110000000000000100000001010000100000010001110000100010101000001000000000000001011101000100
5519,10000100101001010000100000110001010011110000000100000001000000011000010101000101110010101000000110001110000100000000001100110110
5520,10001001001000000000000000111010010010110100000000000110010010000000010000100001110001000101000000001000000001000001010100010100
5521,10100011001000001101000010000101011100110100000000100011011001001001000100101000110000101010000000001001000000000011000100000100
5522,10100000001000001000000000010000010000010000001010000010001010100010100100100010010001100011000100011010010100000001001001000100
5523,10000000100010001001000000000001000000000100000001100000010000000100010000100000010000101010000100101000001100001000000110000000
5524,11000000001000000011100110000000010100010000000101000110000000011100101000010010010000100000001000001000000000100000010001000100
5525,00000110101101001001010000110011000001000000000111000110001000001100000000000100110000101010000010001010000100000010001100000110
5526,11010000001001000001000010010001010101010000000000000101001001010010000011010010110000100001000000001010010101000000010000000100
5527,11010000001001000001000010010001010101110000000000000101001001010010000010010010110000100001000000001010010100000100010000001100
5528,11010100001000000001000010010001010100010010000100000101001001011010000010010010110000100011000000001010010100000000010000100100
5529,11111001001000000001000010010011010100010100010000000101001001010010000010010010010000100000000000001010010100000000010100110100
5530,11110000101000000000000010010001110000110000100000000101001000010010010000010010110010100100000100001010111100000010000000000100
5531,11110000101000000001000010010101110100110000000000000101001001010010010010010010110000100000001000001010010100000010010000000100
5532,10011100001100111111010110100111010101010000110101000101101110011000000010000000010000110001000000001010010100100000000000110101
5533,11000110111000011100000010011000010000010110010000000110000010011000100001010000110000100010101010001010000010010010001000101101
5534,10000010101000011101000010011000011001010110000011100011000010001000100011000000110000101010101010011010000110110000001001101100
5535,10000110101000011101000010011000010000010110010011100011100010011000100001010000110000100010101010001010000110110000001001101100
5536,10100010101000011100000010011000110000110110100100100011000010001000100011000000110010100010101010001010000011010000001001101100
5537,10000110101001011100000010011000011000010110100000000010001010001000100011000000110000101010101110001010000110010000001000101110
5538,10000010101000011100000010011001011000010110000000100011001010001000100011000000110001100010101010001010000110110000011001101100
5539,10000110101000011100000010011001010000010110000000000010101010011000100001000000110000101010101010001010000110010000011000101100
5540,11000001001000001101101010110000110000010001000101000001000001001000111110010010010010100000010000001000000100100100010010100100
5541,11010000001000000101000010010000011101110000100011010101101001011010010010010010110000101000000000001010010101010000010010000100
5542,11010001001000000001000010010000110100110000010111110001100001011010010011010010110000100000001000011010010100100000010011000100
5543,11010001001000000001000010010000111101110000000111110001000001001010010011000010110000101000001000011010010100100000010011000100
5544,11000000001000000001000010111001010011010000000011101011000001010001110011000110010010101000010000011010000100100100010011000100
5545,11100000111000000001000010110000110000010100010101000001011001001000011010001000110011101000010010001010001110110010010110000100
5546,11110000001000000001000010010000110100010000010111110001100001011010000011010010010010100000001000001010010100100000010011000100
5547,11000100001000000011000011111001010000010000000111101111000001011111010000010010010100100000010000001000000100100100010011100100
5548,10001000001001010101000010010000010000010100000001000001100000001000010001000010110000100000000000001010000001100000100000000111
5549,00000000000000000001000000000001010010000000000100010000001000101000000000100000010100100111001000101000100100000000010000000010
5550,10100011001011001000000000000000010000110100000100000000001000001001000000001100110000101000000010001100010000010010000010101000
5551,11010100011000000001000000010000010000010010000100100011010001001010010001000001111010100110001010011000010000100110010100100100
5552,01001100000000000001000000000000000000000010010100000000010000001000001000000001110001100111000000001000100000001000000000101000
5553,11101100101001000000101011000011011101010010000100110011000000011000000101100101010011101000100110001010110100011100001000110100
5554,11000001001100010111000010000000010000110010000000000000100001011100000000000000110000101010000100001000000100000000000000000100
5555,00010100101001010000100000000001010011110000000100000001001000011001000101000100010110101100000110001101000100000001001000100110
5556,11010000001001000100000110000110011100011110010000101001000000010011000101100011010000101000000000001111010100000000000011011100
5557,10000000001010001001000111100110011100110111010000100111000000001000000001111000100000101000001110001001010000000000100000010100
5558,10000100101000000000100010010001111011110000101100000001001010011000000101010101010010100100000000001010000100010000001101110101
5559,10000101101000000000100010010001110001110000000100010001001011011000010111000101110010100000000000011010000100010000001111110100
5560,11110100111110111000001001011011010110010100110101000100001101001111100100100010111011110011000010001001110100010100010010110101
5561,11000101101100111000000010010011100100010010000100000000111001011100110100111000110000101010000010101000000100010100100010010101
5562,00000110001010101001100000100001110000110000010100100000011100001100100000000011110000100011100000101000011100110100000101010010
5563,10000100001001101000000110000000110011110000100100000100001100011000000000000100110001100011010001001000000000101000100000100000
5564,10000100001001001001000000000001010001010100000000001001111011000010110001100110110001111111010100001000010100100110001101000100
5565,00000000011001110001000101001010010001010000100111100101010000001000000010000000110000101100001100001000000100101100000110000100
5566,11100000001100100001000001001000010010010000001011000110000000101000000010010000010001101000000011011010010000000100000000000100
5567,10000110011000010000000101000000000001010110010100000010000001111000010000010101110011100010000000001000000000010000000000000101
5568,01000000101000000000000000110000010011110010010000000000010000000000000000001000101010000000000100000000010000011110101000000110
5569,11001000101000000000000010000001010101011000010000000000001000111011000000000000010000000000000000101000000000000010011010100100
5570,11000100101000000001000010000001000101011000010100010000101000111010000000001000010010100000000010101000011000001010011000100100
5571,10000110001000001001000100000001000000010010010100000010000000101000100010010001110001100010000000001010000001010000000000000100
5572,11000010001010000000010010100010010110110000000000000110100000010000000000110001111000100011000000001000000010000010000100010100
5573,00000100000000010000000000001000000010010000000100000000000000001110000000000000010001100000000000001100010100000000000010000101
5574,00001100000000011010000000000000010000100000000100000000000001001000000000000010010100100000100000001000000100000000000000101000
5575,00010000001001001100000100111010110011110000101101100111000100010010100010110001110000100111000000101000100101100100011111100101
5576,00010101001001001000000100111010010011110000101101100111000100010010100011100001110000100111010000101000100100100101011111110101
5577,00000000100000000000000000000000010000010000001100001000000000000000000000000000000000000000000000000000000000000010100000000000
5578,11111000001110001001000000000010010000010100111101000010011100001010010000001100110010101011001010001100001001010101000000110011
5579,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000101000000000010000
5580,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000001000000000010000
5581,00000000001001000001000100001000010110010000110000010011100000000000001011100000100000100100000000000000000001000100000101000110
5582,10000001001001101000001000000000010100100000100000000011001000010010110001000110110010100110010000011010010100000100010000000000
5583,10000000001000010001000010001000010000110000100101000111001000111010010000110011110001100000001011001010001001100000000000000100
5584,00000101001100001000000000100000111000010001000100000010000000001001101001011001011000100010000000001000000100000100010010000001
5585,10000100101001100000100001001000011010010110100100000011100000101111000001010010110011111010011110001010010100000100000000100100
5586,11101000111000000001000010101010010100010100011101000001000000000000001010000010010010100000010001001010000111100010010000110100
5587,01100001011011001110000000111011010010010000010000010000000010100000110100001010010000000000000000010000010000100100110000110000
5588,01010000101000011001101001010110011011111000010000000010101000000000010000100000110000100000000010011100010001010101010001110101
5589,00000000000010000001100100000000010001000000101111101011000000011000000001110000110000111010001010001000010100000000000100100000
5590,00000100001000000000000000000000011100010000000100000000000000001100000000001001010000100000000000001000010000000100010000000100
5591,00000000001010010001000001000000101110110000001001000011001000011111000010000110110000100000000000001000001010100100111000000101
5592,11000101001000110001001010000001001100010100100001000011100000011100001001000001111110100001000000001011100100001100000010000101
5593,11000100001000000001000000101001010011011100010111101011000000011001100001000100110011100001000000001000000100100100010001000100
5594,11000000110000000001000000100000010110000100011101100111000000010000001011010100010011100000000010001000100110100111000001000000
5595,00001000101000010001000001000001000011001000100011000010001100101100000000100010010000101011001010001000010100100000000001001000
5596,10000010100000000001000000000010110110010100011100100111000001001010000011110000011001100000000010001100000100000111000001000000
5597,11011100101000001001111110110011010110011100000101110001011010011010101101100000111010101001010000011111110110010100110001111011
5598,11011100101001000001111011100011010010011000000001111011011010000111001111100010011000101011011001011111010110110100110001011011
5599,11011100101000000001111010101011010010011000000101110001011010000010001101100000011000101001010000011111010110010100010001011111
5600,10100010011000111111001010000001111100010000000101000000001101001000010010001101110000100010001100001001100100110000110010100101
5601,10100000111000110001000010000001010110010000110100101101001001001100010001000000110000100000001000001110110100000000010001100101
5602,10111000001110000000000000011010010000010000110001000000000000000000000010000010000000000100000000100100000000100100010100110100
5603,00100000001000010101100001001000000000010001000001000110000010101111001001110000010011101010010110001000001100001101100100100000
5604,10100000001100000000001001010001010100010000001000010010001100001000100010001001110000110000010010011000100111010100100000100000
5605,10010100001101000010000001001000111011110100010101100111001000101100000001010100110011110000011010001000000100010100010001000110
5606,10000000111001010001100000001001010001011110110101100101000000001001010001100100111000111010000011001110000111000111000110100101
5607,11000100001001010001110000011001010000011110100101100001000001001001010001100000111000110011000011111110000011000100010110100101
5608,10100010101001010001100000001001010001011100100101100111000100000001010001100100111000110010000010001110000001000100000110100111
5609,10000010001101111001000000001011010000011100100101101110011000001001010010100100111000110010000010001100000000100100000001100101
5610,10010000001111011001000000011011010000011100100101101111010010000001010011100000111001110011011010011100100100000100000001100101
5611,11000000101101011001000000011011010000111100100101101010010000000001010010100000111000010000000011101100000000000100010001100101
5612,10000000001101011001000000111011010000111100100101101110010000000001010010100001111011010000000010001100000000000100000101100101
5613,11000000101001001001000100100000010010100000100000001001001000001000100010000101110100100010000100001000000100010110000100110101
5614,00010010101001001001000100100000010010100000100000001001101000001100100011000101110000100011000100001000000100010110000100010101
5615,00010000101101001001000100000000010011100000100000001011001000001000100011000100110000101011000000001000000101010110000100010101
5616,11100101011000111100000010000001010100110110100000111011000000111000110100100011110101100010000000001010000101001001010000100100
5617,11100100111000111000000010000001010100110110110000111001000000111000110100100011110101100000000001001010000111001111010000100101
5618,11010010101011001101001110000010011000010000000000001100001100001001100000100000010000100010000000001010110001000101000001100100
5619,10010010101011101101010110010000010000010000000000001100001100001000100000000000010000100010000000001010110100010101000101100100
5620,11010010101011001101000110110000010000110000000110001101000100011000100000010000110000100010001000001011110001000101000001100100
5621,11011011101011011101000110010010110010010000100101001100000100011000100011110000010010100010001000001010110000010111011001100100
5622,10000110101011001101100110000001010001010000000100011101000100011000100101000101010010100010000010001010100100000101001001110100
5623,10000110101011101101000110000001110101010010000100001101000100111000100101000101010010100010000000001010100100000101001001110101
5624,10000110101111001101000110001000000000010100100100101101000100001010100000000000110000100010100000001010101000000100000001100100
5625,10000010101011001101000110010000000001011000000100001100001100001000100000000100010000101010000000001010100101001101000001100100
5626,11000000001000000011001001011101010000010000001011000011000000000001100100001000110000101000000000111001000000100100011100000100
5627,11010100001000110000000010101001010000110000000110000100101000011100100000010000110000100000001001001110010100000100000000000100
5628,10110000001001011101000000100000010000010001100000100011000000011010000001000110110001100010000000101110000000000001000001010100
5629,00011000001000010001001000010011011000010100001011000000101001000000000000101000010100111101000000001010101101011000010000011000
5630,10011000001000010001001000011011011000010101001111000000101001001001010100110001110001110001000010001011100101011000100000111000
5631,10110011101000110001011000000011011010010100101011000001101100001010010000101011110110110010010000001010110100011100000000111000
5632,10011000001000010001001000011011011000010101001111000000111001001101010100110000110001111001000100001011100101011000100000111000
5633,11011100111000010001001001110011011010010110011111010001111001001000010000100000110000110011000000101010100110111110100000111000
5634,01001100001000010101100001000001011100110100010100000011001000001110010000001011110011100000000000101010110101000100110110110101
5635,00101000000000000000000000000010100000010000011000000000000001100000000010100010000001010100000000001001010000000000100100110000
5636,11000100001000000001000010001000010000011010000100100111000000011000000001000001110000100110000011001000000011100000010000000100
5637,10100000001000000000000000100010010000010000010110100111000010001100001011000010010000100101000000001000000000000010001001010101
5638,11000000111000000000010000110000110010110010000000000010000000000000010000000001111100100111001000001010010000000000000100000100
5639,10000000001010000001000000001000001000010000000001000010011000100110000001110000010101001000000011101000001100100000000000001110
5640,00000100000000000000000000000000010000000000000100000000001001111001010001100001110001100000001000001001100100011000100000100000
5641,10100010101000000001010000010000000011010000000011000010010110000001010100000000110000101011000000011010000100100000000000010100
5642,11111000001000000000000010101110001101010000110100000000000011011000010000010100110000100000000000111000000000011000010110110100
5643,10000000101100001010000010010110010000010000000000000110111010010000010110110000110000100110000001101100101100011100000100000101
5644,11000100111000010000010010010000010000010110010100000000100001011000011000000000110000100011001001111000000111000010010000000100
5645,00100000001110101101010000100000100100010001000001010010000010001000101010010000010001101010010010001000000010000110000100100001
5646,10000100001000000100000000100001010000000010000110000000001000011000100000010001110000100010001000001000000100000100000000010000
5647,11100010101000001001000000000000010100110000001111000000000101000000000000000011010001101010010000001010010010000010010000000100
