index,MORGAN_BTSR
6667,11000000001001000001000000111000010011110000101101100011000001111000000101010111110001100000001010001110000001100000010100010100
6668,11000100001001000101000010111000011011010001001011100011011001100101000101010000010001101000001110001110000101100000010110010110
6669,10010000001000011101001101111000111111010000000011101111011000010100011001000100110000111000011101001110011100111100010111101000
6670,10010010001100001000000110000010010110010000000011000011100000010000000001010001010000100010010001001110000110100110011001110100
6671,11100000001001111101101000111000010001011001000001000010000001101110101001110010110001101010001110001110010111000100010101110101
6672,10010000111000011101001101111000111111010100010011101111011000011000011001000100110000111000011101001110001110111110010111101000
6673,10001000001000110101000000110000011000110000100000100001101000011001000011100100110000100010001101101110010101100110000101110101
6674,10110110011101001010001011110111010110111011100101000111001000011011101000010010111001100110011101001001011111011111010101110100
6675,11110010011101001100101001110111010110111011100001000011001010111111111001010011111011100110011101001001011111011111010101110101
6676,01110110011101001101001001010110011110011011100101000011001000011011101001010011111001100110011100001001011111011111110101110100
6677,00000100001111010001000001000001110000010001000100100100011110101000100100100000110001111001000100101110001100010100000101110011
6678,10000010001001100000000001111100011110110000100100100011001000011000000001001011111010100000111011001010000100100100000111100100
6679,10011100101001000001001010000000010100011110001111100001011010011010100001000011011001101000000000001000010100010001000000010100
6680,10010100001000000111000011011000110110111100100100100111001000111000000011011001110011100000011010001000010100010110000101000100
6681,10000100101000000101001100010001011100111010000100100011001000001000000000100000110000100000001010001000110001000000000100000110
6682,00001000100000000000001100000011011100011000000110000010001100011110010011010010011000100010000000001000110100001010000000000000
6683,10110010101010001000000000000010000000010000011000000100100100010001000010110000010000100110000010101001010000000100000100110101
6684,10000000001000000000000001010011010000010100100000000010001010101000010000000000110001100011000100001100010100010000000101000100
6685,10100110101000000000001010000001011000010101000110000100001100110000000001110000110011100010000100101000000100000000100000100100
6686,10100100001000000001000011001000100000010100000110110111001000001110010010000000110111100000000000001000000001001001000100000100
6687,10000100101000100000000110101010010001110100000100000100000000010000100010010001110000100100001000001100010000100110000110000100
6688,10000011111000100000000110101010010010110100010100000100100000010000011010010001110010100100001000001000010110000111000110000100
6689,11111000101000000110001000100010100100010001100000010000000010000001001010010010110001110100010100001000010000000110100010100100
6690,00000100001101100000010010010100000010010000100101001000101000001000100000000000110000101010001100001100000001000100000000011101
6691,00000101001101000100001110010100010010110000100101000010111000001000100000000001111000101010001100101100010001100100000000011101
6692,00000100001101000001000100010100000010010010100101000000101000001000100000001000110000101011101100101100000001000100000000011101
6693,00000100001101000000000100110100010010110000100101000000101000101000100000001001110000101011001100101100000001000100000101011101
6694,00101100001101000000000100010110000010010010110101000000101100001001100001001000110000101010001100101100000001000100001000111101
6695,00000100001101010101101101010100010010010001100101000000111000001000101000110000111000101010001100101100000101100100000000111101
6696,00010100001101000001001100010100010010010000100101000000111000001000100010000000111000101010001100101100010101110100000000011101
6697,10010100100011000000000000000001011000110100000000000010001001000000000000000001111001101010000100001000001100010100100000100001
6698,10100000001010000001000010001000111000010100100101100011000001101000000011100011110011100000000101101000011101100000100011100100
6699,00100000011000111101101000000000001100011001011011010011000000001100101010110000011000101000000110101001110100000100100001100101
6700,01001100001100000001000000001010000010010000001101100010001001111101010111101010110001100011010000011000100100110100100000111000
6701,00000100001010010001001000000111110000010000001011000000001100110000100011011000010000101100011010001001000100110000011100010000
6702,10011000000010000000000001110001011010110000000000100001001000010000000001001101111011000000010000001000100100011010100101101110
6703,00000011111000010001001000000000000001000111010110000010001000011000000000000100110100101010000011001000000110000010000100100100
6704,11000000111000010001000100100000001010010101111011000000000010010001001010011000010100111000001000101000000110000110010000110001
6705,11010010101010111101000001000001010101010100110011000011000100001010000010000010110100101000010000001010110100100010001000000100
6706,10010010101000001001000010000011000010010010010000010000011000001000010100000000110100100011000010101011000101010100000000010111
6707,10000000100000100001001010001101011101010000001011000011000000010001010001000100010001111000010011001000000000000000000100110100
6708,11000110001010000010000001010000000000010001000100000010000000011010101000010000010100100110001010001000100000000100000000000000
6709,10000000000100001001000110000000110001011000000011000011010000001000000010000001010001101000000011001001000100100101000010000100
6710,00010000000000001000001000000000010100000100100100001010000000011001100001100000010110110001000010001000100000000000000000100000
6711,00001100001000010000101000000011111100010010110001000001001000101001000010001000110000100011000000001111100100001000010000110000
6712,11000100000100001001000000010000010000001010000001000000010000010000100000001000110100101000000000001101100100100001000000000000
6713,11000001101000000001001000010000010001101000000011000000001000000000101000001000110000101010001000001001001101000000000000000000
6714,00000100011000000001000000000100000100010000000101100100010000001001000000100000010000100100000001001000000000001010000000100111
6715,11100101001000000000010110100110010100110000010000000000000000110000000000000000110001000000000000001100000000000000110001100100
6716,11010000001000001001001000110010110000110101000110000001010000001010000001001000110010110001100001111000000000110100010000010101
6717,11000001111010000001010010110000010000010100010001000000001011000000111010000000110010110000000000011010000110101010100101100100
6718,01001101000001000000000001001010011000110100100001100001100001000000001010000100111011101010001100001000000111000100000000000010
6719,10010000001101101111000000000000010011110101000101000001001010001000101000011100110100100100000000101010100000001101000100010100
6720,10010000001000010000000001001001010000010010100100100111001000111111000110110110110001101110001110001010010100100100010010000100
6721,11000000101010111011001110001010110000010100000101101101100000001001100010100011110111100000100010101000110000100000100001111101
6722,00000100001000000101000000001001010011110100100011100011010000000101110000101100110010101100000100001000010111100100000000001100
6723,10101100001101010000000010001000110000010100100100100001100000011010101011000000110000100000001000001010001100100000001001000110
6724,10000000101000100001000000100011000100011000101111010000000000011000001010101000110011101100000010011001000000011110100100100100
6725,10101110101001000101000010000000011100110100011011000100001100110000000000111000110001101010010000001010010010000000000010010100
6726,11000000001011000011000000010111010001010100001100001001001000011010000101000011111001100001010000011010010100010010110001100110
6727,10000000101010011000000110010001010000010101101100000100101000101000100000100000110101100000100010101000100110000000110010110100
6728,10000010001010010011001111001110111100110100000101001000001000001000000010100010110001100000000001101011010000110000100000111101
6729,10000000101010011000000110001000111100110100100100000101100010001010110011001010110101100010100000101011100001000000100000110100
6730,01000010001001010100001001000000000010001001000000000010010010011101101010011000010000100000000010101000000000100100000000100000
6731,10000100001001000111000010011000010000010100010001000010101000110111000111010000110011101000000110001010000100110000000000000110
6732,11001100001000000001000010011000010000111101010001100011101000110100000011011000110011110000000010001000000101110000000001000100
6733,10100010101000001101010010000000010100110100110100100111001000011010110001010010110000101010000010001010000001000010000001000100
6734,00110011100010001000001100100010111110110110100100000010100110011000000000000001110001100010010001001100010100010100101001101101
6735,10001100001110000111100111100010010001010100000111000111000000011011001001110100110110100001000000001010010100110100100000101100
6736,11000010011000001000000001000001010001001001010001000011001100010001101010011000010000100001100100101101000100000100110011100000
6737,10000100001001000000000101000110010001010011100101100111001000011110011001011010111010110010001000101000000100001101000110110111
6738,10111000011000000101000001000110010000010100010100100001000000011011000101000110110010100001010000001010000100001000101001010100
6739,00101001001000101001010000000010010010010000100101000000001000000000101010000011100000000000000000001100000000010000000001100001
6740,10010000001100101001000000001001010000110000100000100111001000101011100011110010110001100010001010001010010000000101000000100101
6741,01100100101000000000000111101000010001010000000110000011000000011011000111000110010100100000100010001000000100100100000000100100
6742,11100000001100000001100000100110010001010001100110000010011001001010000000000001110010101110000010001010010000010010000100000100
6743,11100100101101011000000010010001010000010000000000100101011000011000110101011000010110100000001000001000000100000000000001000100
6744,00000101001000000111000000000010100010010010000100100000001101001000000000000000110000100011000000001100000100000000000000010001
6745,00000000001000100000000001000001110100100000100000011001000000001000000000000000110001100000000000001010000000000100100000000001
6746,01000000001010000001100000000000010001110000000000000001001001000000001000000000100000101000000000000000000000000010000010010100
6747,11000001001101001001000000000001010000010000000010000111010000000000010001001000100000000000001010000000000000100000110000100100
6748,00000101000000000001000000000000000000010000100000000000000010011100000000111010010001100000001010001000000000000000000000100000
6749,01110000111111001101101001010111110011111001010000101001011000000000010000101011100000100110001000110110010010001010010011110111
6750,00001101001011000001000000010110010110010000000100010100000010001100101100000000010001101000010011011000000000000000000000110101
6751,01100001101110110001000000010110010110110000000000000001001110000001100000011001111010100001010011101011111000000100001000110110
6752,11101000101000000101010000010011110001010000000000010010001000010100100011010110010000101010001000001000000110100000010100100000
6753,00000100001000100001000110000001000100011010101101000011000000011010100000000010110010100010010010001000010110101000000010100000
6754,10001110101000011000010100000011010000110000110100010000001000111001000010000000110000100100010010011001010110000100011010110100
6755,10101110101000001001010100000010000000111000010101010000000100111011000110000010110000100110010010011000011000100100001010110100
6756,11100110111100110101100100010010110000110110010100000001001100001100010000011000110001100011000000011111110100001001000101110101
6757,10101110101100100101100110000010110100110100010000000101001100010100000000011001110000100010000000001001010000000001000100010101
6758,10000010101101111101000001010011110110010010000101001010011010101000010010110010110010100000001000001010100100110110000101100101
6759,11000000001001011100000000010101110010110000000000000001101010110010110001000010010010100000100000001110110101000010011101100100
6760,11010100101110101011000010000010101100010011000110000000110101011000011100010001110000101110000011111001100101010100010000100100
6761,10000101001001111101100010000010011000010100110100100101101000011010000101100000110010100011000101001110000101000100000001010101
6762,10000000001010010001000000000000010000010100101011101010100011110000100000010000110001101110001001011000000101000001101001100001
6763,11001000111010011000000110001011010000011101010101000100101000001000100010000010110101100000100010101001100110000010110000110100
6764,10000001001010011000111110001010110000110100100101000110000000001000100010100000110101100000100101101001000001010010110000110101
6765,00000100001000011011000001000000100001011001000111000011001000001110110011000010110000101000010010001011000110010110100010001100
6766,10010110001000000100001010000001011100010000000101110111001000011110000000010101011000101100001000001000100100000010000010100100
6767,01000100001111001001100000110110110000110100100011100011011001111000100001001010110010110001001000111011011101110100000101010001
6768,11100000101001000000110000110110110010110000000100000001000010011110101101010011110000100000001000001000000000000000001101100100
6769,00000100001000101011000001100000000000001010100111000011001000001010100000000010110100101010010010001011010100100110000010101000
6770,10101000011010010000001100001110011011010100110100010010001001111000010101000100110101110001000101011010000101000101101001110110
6771,00000100011000110000010001000000110100010010100100000111001000001110000010100010110011100010100011001010010100001100000010100000
6772,10100110101000000101100010011010011000010100000100000000001110001000000110001001110000100000000000001011100100010000000001010100
6773,01000101101001000000100100010001111100010000000111010001001000011000100001100111110010100000101000011010000101010100000111100000
6774,10000100001101000000001011000011010100010100010100000100001100011100010000010000110001101100000100001000010010000100000010010100
6775,01100000101000000101001000010110110000011001010000010001001010001000101000110000111010100000010010001000010000110110000010100100
6776,00001000001000101001000000100010010001010000001100000100101110001001100010100100110001100110100010001100100101001100000000101101
6777,10011001001000110001010110000010110000110100001001001100010101011011110110110100110000100100001010001000001100100100000000011101
6778,10011010000000101101000010000010010010010100000101000100001101001001011010100110110000100100100001001110000000100111000010100001
6779,00101010101000111000000100000010010011010000100000011100001101011001100010100000110010100110001000001110000001000100000010100101
6780,10000010001000000011000011001001110101110011100010100000001000011000010100100011110001111001100000001010001100000010100101100101
6781,10000100001001100010100010000000100001010011000100000001101000011000010010100101110010101010000000001010111100000000000111100101
6782,00000101001010101000001000001111000111011000000100000011000000001001001110000000011010100111010000001000011000011100000010010101
6783,10001100001001000001000001001000110000010010000101100011001000001100000001100000010000100010010010001000000100110000100001000000
6784,10000000001010101000001000000011101100110000000100000000100010101000100111000100110001100110001100001110000000000100101000010111
6785,11000100101000100000010010110110010100110101100000000111000000010000001000010100110000100001000100011101100101000101100000100100
6786,01001001000000000000000001001011111101010010100101000000101000011000001010001100010110100010000000001000000111010100010000000010
6787,10011100001000001110000000100010010011110000110110000100001000011000100000110100111011100100001010001010000100001101000000111110
6788,00100000001101101101001000100000011100110001010100000001011000011110110101000110111111101000000100101010000100000010010110100100
6789,00000000001000000100001000100001011100111001000110000000000010010100100010010001110000100000101010001100101100100100000100100000
6790,10100100001000000001000000000000010001010000000100000000010000011100101101000000010001100000001011001000010000000000000000000000
6791,11000000001000100100000010010000010000010001101010100101001001000000000011000000010000100000011000001010010101000000010111010100
6792,11101000001000000100000110010011010000011000000100000101001001010000010010010010010000100000011000001000010100100000010010000100
6793,10000010001000110100000001000110010000010000101100010011001000011010100001000010110000101011001010001010010101010100000001100100
6794,10111100101001000101000000000111110001010100010011001011000100001101000000000000110010101001000100001000000100000000100000110110
6795,00000100101101000101000000000001110001010010000111001011000100001101000000000010110010101010000100001000000100000100000010011110
6796,10000100001000100000001011000000010010110001000110110010001100101000100001000000010010101011000010001000100100010000000000100000
6797,00011100001000010100100001010010101100110001100000000110000001101000101011110010011010100000011000001000001100110101100000100100
6798,11000000001110010001000000110000010000110101101001000000000000011000010100000010110001100000000010001000000001100100100001000110
6799,10001000001001000000000001010010111100110000100000000111000000010010100011110010011110100000011000001000000000110100100010000100
6800,00100010101001001001010000001010010001010001011100000101001101011000010000010001110011101010000010001001011000010000101010100100
6801,11100010101001000000010000011010010000010001001000000011010111000000010000010010110001100011010000011001001000000000110000000100
6802,00110110101001000001001000001010111101010001001100000001001101111100000001010100110001100010000000101001111100000000100010100100
6803,11101111001001001001000000000010000000010100100000000001101010001010010010000110110010101011101101001010000000000100000000000100
6804,00111000001000100000000001010011110100010111000001000010001000010001100111010010010000100000001000001001110000110000011000000100
6805,11001010111000001111011000111010010000010101000000000110010000001100011000010100110000100010101101001010010100000100001000110100
6806,11001010001000001011010001110010010110010100100000100011010000001101010001001100110010100011111101001000000100000100001001010100
6807,10111001001001000000000001011011110000010000000001000011000000010011100011010010011000100000001000001000010100100100011000000100
6808,11001010001000001011010000100010000101010100100011100011010000001100010000000100110010101011101101001000000100100100001000010100
6809,10011001111000001101000010011010111100110110110100000001001000011000000110000100110010100011010000101010010100011000000100110100
6810,10000001111000000101000010001000011111110110000011000001001100010000000010000100110010101001010000011000000100011000000000000100
6811,00010000001100000000000001100001010000010001001101000010001000010101100001011100010000101000001000001000010100011100010000010100
6812,10100100001110010001001000000000111100010000100000110011011000011100000001000100111000100000000000001100100001000000000001000100
6813,10001001111000100101001011000010011100110110000000100001001000010000000010100100110011101001110010001010110100011000000000001100
6814,10000100001101001000001011000011001100010000100001010011111000010000100000010001011000101000000100101000100100010100000011000101
6815,01000001111100001101000000000110011100110110000000000001011000010000010110000100110010100000010000101000010100011100000000000100
6816,10000100101101001000001010000011101100010000000011010011111100010100100001010001011000101000000100101000100100010110100001000111
6817,11000110111000000000000010010000010000110000110100000100101001011000010000010000110001101001000100001010010000010000010000000100
6818,11000100111000000000000010010001010010110000010100000100001001011000010000110000110001101000000000001010010010000100010000010100
6819,11000100111000000011000010110011010010110100000001000110000001010000010000110000110000100010100000001010010110100100000000110100
6820,11100110101100000000001010010010010000010000000110000000000101001100010010000011111000100000001010011011010100000010110000010100
6821,11010000111000000000000010010001010010110100010000000100001001010000010000110000110000100000000000001010010010000110000000010101
6822,00010110101000000001000001000001110100010100110101001011010000001111000001000010110010101000000100001010010000000010000000000100
6823,11010000111000110001000010010001010011110000000001000100001001011110010000110000110000101000000000001010010110000100000000010100
6824,00010100001000110000000001001001110000010010100101100011000000001011000001000010111010100010010100001010010100000100000001100100
6825,10000110001010101001000010000001110000010111000000010000101000011100010001010000110000101010000100001010000111010000000000000100
6826,00110010101000000000000001001101010000010000000000000010001100000001000100001000010000100010000000001000000100110100010000000100
6827,00010000001000000001000001000101010001010000000011000010011000000101000101001000010000101000000000001000000100110000010000000100
6828,10000001111000000101000010001000111110110111000100000001001000011000001010011100110010100001010000101000001100011100000000000100
6829,10110000001000000001000010000000010001010000010101100001000001011001011101000110110000100000001100001110000000100000000001000101
6830,10000000101101000111000000000000010010010000101100100001100000010010100001000010110001100001001000101010010100001110000001010100
6831,10001000101100100111000000000110010000010000011100100001000000000100100011000110110011100000001000101010010101001110010001110100
6832,10001000101101101111001000000000010000011000001101100001001000000011100101000000110011100000001000101010010100001110000001010100
6833,11100001101100000110010000010000010000010000001100100101001000000000110001000000010001110000001000101010010100111100010101010100
6834,10010100101011000100000001010001110100010000100011100011000100000101000001111000110010101000011100001000110100000000000001000110
6835,10000100001001001001000101000000111111110000000101000011001000010010010001001010111000100000010100001010000001001101000010100100
6836,10010001011000110000000000010010100010010010110101000000000000011100100011100000010010100000001011101010010100010000000100010100
6837,10111000101100000111000000000110010000010100011100100001000000000001100001000100110011100001011000101010010100001110100001010100
6838,10000000101100000111000010001000110000010100001110100001000100001000100011000100110011100001001000101010010100001110000001010100
6839,10000000001001000000000000000101010001010001000010000011000000010010010001001010110000100010000000101000000000000000000010001111
6840,10001100101000000000000010010010111000010001000110010001001100001000001010111001010000100000001000101100010101010100010001000100
6841,11000000101000010101001100010011011001010100110000000111000001011110101000000110110011100011001000101011110101000010001000000100
6842,10000100111000010000000010000000000000010101110010100001100100011010001000011100110010101000010101101000000110000110001010000100
6843,10000001001000010101000010000011010000110100100000000111001001011101111000000111110011100011001000001010010101010010001000000100
6844,10010100101000110000000010000000000000010001000110100001101100011110001000011100010000101010000000101010110100000100001000000100
6845,10010100101001000000000000001001011100111010000101000001000000111010000001100010110001100000000110001010000001100100000001000000
6846,11111100001010010000000000000010100111110100110100010100100000001000010010100000110110100100000000001000100000000001000000011100
6847,11011000011001010001000000001010010001010100110111100111101010001000000000100000110010101100101000001000000100110001000100011100
6848,10000100001001010100000011100001010100110100010000001000001000101001000000011101110001100000010001001000010110010100010011010100
6849,10000100001001010101000010001001010100010100111011000110001000111001000000011000110001101000010101001000010111000100011010010100
6850,10000000101010001001000000010101010100011100000000001000001010011001000000000000110001100000000110101000010100010110111111110111
6851,11000100101010000001010000010101010100011000000000001000001011011001000001000000010000100000000110011000000100011110111111110111
6852,10000000001000000001000010001100010001110101100011000101010000000010011010000110111000101000100000001010010101100000000000000101
6853,11100010101000000100001000010000010101110000001100100101000000001000110111000100010001110110001000001010010100100000011101000100
6854,10000000101110000000000010000001010000110101100110001000001101101001010000001010110000100000000000001000000100010100000100000110
6855,10100100001000010000000010000011010100010100010000001000001000101001000000100101111001101000010000001010010110010001001010010100
6856,11000100001011001000010000010000010000010101000001000010000011000000010000010000110001101011000100111001000000000100100000000100
6857,11100010101010001000010000010000010000010101000001000010000111000000010000010000110001100011000000111001000000000000100000000100
6858,11000000101011000000010000010000010001010000000001101011000011000011010101000010110001100011000000011010000100000000000011010100
6859,11000000101000010100001010010001010101010000001000100101101001011000110001000000010001101000011000001010010100100000011011000100
6860,11001000111010000000010000010010110000010000000001000010000011010000110011010010110001100011001000011010010000100000011000000100
6861,10111000101000001101001000000010111111010100001000100101000001000000100001000100110011101001001000001110110100000010001001000100
6862,00101100101000101000011000011011011100111111010100000110001010001000001110000000110001100010010010001010010100110000000010010000
6863,11001000001000000000000000000010011000110000100111000101001000010110110010110010110000110000001000001010010001000011001000000100
6864,10000000101100000101001000000001010101010010001000100111001000000000100001000110110011100010001000001010010100000110001011011100
6865,10000000101000000101001010000001010101010100001000101101001000000001100001001100110011100001001000001010010100010010001101000100
6866,10001000101100000101001000000110010101110000011000100101000000100000100011000100110011100100001000011010010100000110011001011100
6867,10001000101000010101001000000110010101010000011000110101000000000000100001000100110011100000001000001010010110000110001001010100
6868,10100000101010010001010000011001010110111000000111100110000100011111000110000000110011100010011010001010000100100000000000000100
6869,10001000011000000101001000100110010001010000100101000101000010010000101100110100110010100000111000001000010100100010001010001100
6870,10001100001000001010000010000000010001011100100100100011100000011010010101010100110000100000101000001100000100100000010001000101
6871,11010100001000000000000010000000010000011000000100100001101000011110000101010010010000100000001000001010010100100000000001000100
6872,11000000011000000101001000110000010001110100001001000101000000010000111100010110110010100001111100001000100101100000001010000100
6873,10000000011001000101001000100100010001010000000001000101000000010010101101010110111010100000111000001000010100100000001010000100
6874,10110010101010110001000000011001010100011000010101000110010100001011000111000001010001100010010010001010000100100100010000000100
6875,10111000011000000101001000100110010001010100010001000101000000010001101100010100110010100001111000001000000100101000101010010100
6876,01100100101000000000000010101001011100111000000110100011010000001110000010000000010101100010010010101010000000100000010000000000
6877,11100001011000001101001000100110011001010000000001000101000001010000101100010110110010100100111000011000000100100100001010010100
6878,00100000001100101101000000001001110101011001000111000010010000001000101010010000010001101010010010001010000110100100010100001001
6879,10001000101000010101001000000010010000010100110000000001100000011100111000000110110011100101001101001000110100000010001000000101
6880,00100101101001001000010000001001010100111001000100000011001000001110000011001000110001100010010010001010000101110000010000000010
6881,00100101101001001000010000001001010110111001000100000011010000001110001011011000110001100010010010101010000101100100000000000010
6882,10100001101101001000010001001011110100011000000101000011011000001110100011000001110001100010010010101010000101110100000001000010
6883,10110011101001001000010000001001010100111100100100000011000100001000000011100000110101100010010010001010000111100000000000100010
6884,10111000001000000001000000000110010010011000110100000000000000101001000000100000010010110000010000001010000000001000100000110100
6885,11001000101000000100000010011111110000010100001010000000001100001000000010001001110000100000101000011000000100110010010000010110
6886,10001000001000000000000000010011010010100000100100000010000011010000101100110000110010101010101000001000000110000110001000010000
6887,01000101001000000100000000010110110000010000001100000000001000001110100010001010110000100000100000011000000000110110000000000110
6888,11000010001000111101000000010110110000010100001000000000001000001000010000001101110000100010100000011000000000110010000000000111
6889,10111000001000010000000000000111010000010100110000100001001000001011000000000000110010100000010100101000000100001000110000010100
6890,11001100001000000100000011010110110000010100001000000000101000010100000000011001110000101000100100011010000100010010000100000110
6891,11111000101000000000000000000110110000010000010110001000000100111001100010110000010000100000001001001010010000000001101000110110
6892,01100001101100000101000000010001010000110000001111000001000100010000110100010000010000101000101000001000010100101100010010010100
6893,10111000001000011000000000011110010000010100010000001010001001011001101000010000110000100010101000001000000100010000101101110100
6894,11000101101100000100000000010001010001110010001110000001000101011000110100010010110000101010011000001000000100101100010010010111
6895,01100001101100000100000000011001010000110000001110000001001100110000110100010000010000101000001000001000000100111100010011010100
6896,11111001101100000100000000010111010000110000011110001001000101011001110100010000010000111000011000001000000100101100110010110100
6897,10001000001001001000000000000101010000010000001010101011001000000111100101000010010000101001010010001010010100000100000001010100
6898,00000100111100000101000000000001010000110010001110000001001101011000110100010111110010101000001000001000000100011100000010011100
6899,00001100001100101000000000000010011100010001001000000010011100000011110110100100110001100001011000101011100100110100100001101000
6900,10001000001100101000001011000010001100010111000100100010010100000000000000100000110001101001101010101011110100111100100001001100
6901,11001100001100101000001000000010010000010001110100000010010101101000010000010000010001100111000101111001000110110100100001000100
6902,00001001001110001000000000010010010001010001000100000010011100001000000101000100110001100001001000101001000100110100100111100000
6903,10111010101000100001010000000110111100110000100010000101001100100000000000100001110001100000001010011000100100000100010000001100
6904,11000100101010000100000010100000010011110000000110100101100001011010100010010000110001100000001000001000000000000101000000000100
6905,01000010101000000000000000011111010101110010000000110000001000010000001101000000110000100100000000111001000100000000101010110000
6906,10001100001000000000011010000010111000010110011011000101000000010000000011010010110000100000000000001010100001001000000000010101
6907,10000100001000001001000010000000010000010101010111100001100000011010000001010000110001100000001000101001000100100000100001000100
6908,11100100101000000000000000000101010000010001101110100011001000001000000000101000110000101010001010001010010100000000000010111100
6909,10001100001000011101000010000011001000010100010100000111000011011100101000000110110011100011001000001000010100010010011010010100
6910,10000010011000001001000001000111010001110110101011101011000000011101100000001010110010101011000000001011010101100100000001010100
6911,11000000011000001001000000000111010001110100100011101011000000111101010000001010110010101011000100001001100101100100000001010100
6912,10000101001101100110010010000011111110010000111101000000001000001000000010100001010100101100100100001000000000011100100000110101
6913,10000001001000110110110010000011111110010001111101000000001000001000001010110001011100100001100000001000000100011100100000110101
6914,11011000001110000100000100010011011000010000010100100001001000011001011001010001110010100100011000111001000100110011000001110101
6915,01000000011010001001000000110111010000110100100011101011000010011101010000001010110010101010000000001001000101100100010001110100
6916,11010010111000000100000000011011010000010000010000000011011001000000110000001000110000100010111000101000001100110000011100010100
6917,00010001000000010101010000000010000001100100010111010000011100001010011000000010010000101010000100001100100100100001101000010000
6918,00000110111000011001100001000000010010010000000110100000001100001000000000000001010000111001100010011010000100100000000000010001
6919,10000100011000011001000010000111010001110100100011101011101000011101000000001010110010101011000000001001000101100100010001010100
6920,10000100011001001001000010000111010001110100100011101111000000011111000001011010110010101011000000001001000101100100000001010100
6921,10000000001000000000010011011000010110110100100000100011000010101001010001001100110010101000011001001000010100100100000001000110
6922,11010000011000100101010100010011010100010010010000000001000001001000110001000000110000110000011000101100000011000100111100010101
6923,11000100001000100001010100010001010100010010000100000001000000001000101001000000110000110010001000001100010001000100101000110101
6924,11000101101010000111010011010001010110111000000000011010000001110000100000000001110010100010000001011000010100001010110000100100
6925,10000000001010000011000011000000000011010100000011001000010000000000011000000100110001101000000000101000010100100000110000100101
6926,11000000001000000011001010010000011100010000000001000101000001010010010010010010010000100000011000001010100010001000010011000100
6927,11000100001010010011000001010010010010010000100101001000000000001000000010100000010010100000000010011000010110011010110001100100
6928,11011100001010100011010001010010010011010000110100001100000001001000000000100000110010100100000000011000010100001001110000111100
6929,11011100001010100011010001010010010011010000110100001100000001001000000000100000110010100100000000011000010100001001110000111100
6930,10000100101000000000000001001000000001010110100110000000000111101000010000000000110000100010000001101000010000100000000000000111
6931,11100010101000000001001010011000011110010100000011000001000101000010000010100011110010101001000000001010100100001000010000000100
6932,10000100001000001010000001001000011101010110010100000000010010011100010001000100110010100011000001101000010000100000011000100111
6933,10000000001011001011000011001001010010010100000101001000011000001000000010000000110001100000000000101000010100100000110010100100
6934,11000000001001000001001010010001011111010000100001000001001001000010000010000010110000100001000000001010100100001000010000000100
6935,10111000001010000011000001000110010010010100010000001000010000000001000000000000110011000000010000101000010100001000110001110100
6936,10010000001010010111000001000000010010010010000000011001010000001100000001000001110001100010000000101000010100001000110000100100
6937,11000010101000000001100000111000010001110100001101000011000000001000110000000010110010110011101110001000101001100000001000000100
6938,10100000011010110101100001000000100100010101100101110011000000001100011000110010110010100000000100101010010100100100000000100110
6939,10000010101000010001100000011000000001010000000111000011000101001010100010000010110000110010111010001000011000100010001000000100
6940,01000000011001000001001010010100011110010000000001000001001001100010000111000010110110110001000000001010100101001101010001010100
6941,11100100101000010001000001000000000100010100100111100001000100001000010000000010110010101000011010001000010000100010001000010100
6942,11100100111000000000000001010000010100010100110100100001100000001000000001000000110011101001001010001000010000000000001000010100
6943,10000100001000010101000010100010010010110101000001000011001000001001001000111101110010100011100010101000000100011100010101100100
6944,10010000001000000001001001000000011000110100100001010001001000001010000000000010110010100000001100001010110000001000100000000100
6945,00000000101100101101010000100010010010110101001101000011011000000000011100110001110010100010101011001000010110000100010101110100
6946,11000000000001000000000001000000010110100100100000100011000000010011100011001110110000100000000000001000000101100100000000000000
6947,11000101000000000000100000000000000000010010100100100011010010011000000000000000110000100010001000111000010001000001000011100001
6948,01001100000000001000000100000010011000110010010110000011000001101010000010000000110001101010000001001100110000000010001010110000
6949,00011000101100001000000010000010010000110001010000000011011000001000101010011001100000110110010000000001010100000110101000010100
6950,00011110001000001000001000011010001010010111110100000101100000001100000010000000110000111010001100001000110000001000000000110000
6951,10100100001000000110001001100001010000110000000100100010101000011100110010010001110000100000001100101000010101000000000100010100
6952,01010110001010100000000000100000011000100000000110100000000000001000000000010101110000100000000000011010000000000000000100010000
6953,01000101000000000000100000010000010000000010000100000001001011001000100101000000110000100010000010011100010001010000000000100000
6954,00100001011101001101101010001010111010010001110000000011010000001000000100110010010100000000000100001001100010100100000001110000
6955,00000100001010000100000000011010000100001001010100000100000000011000100000001010110001110000001000001000000000000000101000011000
6956,00001100000000000000000000000010010011000000110101000100000000001000000000000000010010100000010100001000000000000000000010110000
6957,00000110110000010000000000000000011100000000001100000000000100101000000000000100010000100000010010001000000110010010010000000100
6958,00010100000010001010000000010110010010000000101101100000000010011010100000000000010010100101100000101001000000000001000000010000
6959,01010000001000001100000000100010010010100000110000000111000010001000001001000001100011110000000000010000000011001010000100010000
6960,00001100000000011000000001000010010010000000000100000110000000001000000000000000010100100000000001101000000000000000000001101000
6961,00001000000000011001000100010000010000000000110010000001101000001000000000101011010010100000000000011000000100010000000101101000
6962,00101010100000001000000000000000010000000000010110000000000100000000000000000000010000100010000000001000010000000000000000100000
6963,10100100101101001001000000000011010010010000001011000000001000001000110000000100110100101000001000001001010010110100001000111001
